Year,Country Name,"Current account balance, US Dollar","Current account balance, Percent of GDP","Revenue, General government, Domestic currency","Revenue, General government, Percent of GDP","Expenditure, General government, Domestic currency","Net lending (+) / net borrowing (-), General government, Domestic currency","Net lending (+) / net borrowing (-), General government, Percent of GDP","Primary net lending (+) / net borrowing (-), General government, Domestic currency","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Gross debt, General government, Domestic currency","Gross debt, General government, Percent of GDP","Expenditure, General government, Percent of GDP","Population, Number",Unemployment rate,"Gross domestic product (GDP), Current prices, Domestic currency","Gross domestic product (GDP), Current prices, US Dollar","Gross domestic product (GDP), Current prices, Per capita, US Dollar","Gross domestic product (GDP), Current prices, Per capita, Domestic currency","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, Number","Gross domestic product (GDP), Deflator, Index","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency","Gross domestic product (GDP), Constant prices, Domestic currency","Gross domestic product (GDP), Constant prices, Percent change, Domestic currency","Gross national savings, Percent of GDP","All items, Consumer price index (CPI), Period average","All items, Consumer price index (CPI), End-of-period (EoP)","All items, Consumer price index (CPI), Percent change, end-of-period (EoP)","All items, Consumer price index (CPI), Percent change, period average","Domestic currency per international dollar in PPP terms, Domestic currency","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP","Gross capital formation, Percent of GDP","Imports of goods, Volume, Percent change","Imports of goods and services, Volume, Percent change","Exports of goods, Volume, Percent change","Exports of goods and services, Volume, Percent change"
2021,russian federation,124.953,6.779,48118.423,35.44,47072.611,1045.812,0.77,1498.102,1.103,22262.826,16.397,34.67,147.218,4.833,135773.769,1843.13,12519.735,922263.371,922263.371,38938.47,100.0,135773.769,135773.769,5.867,29.489,131.573,132.0,8.393,6.694,23.685,5732.444,38938.47,3.688,22.709,17.125,16.64,-1.75,0.557
2022,russian federation,237.735,10.473,53073.829,34.2,55182.267,-2108.438,-1.359,-1725.927,-1.112,28724.704,18.51,35.558,146.714,3.95,155188.881,2269.899,15471.593,1057764.637,913891.203,38584.993,115.743,155188.881,134080.634,-1.247,33.266,149.664,147.739,11.923,13.75,25.59,6064.551,41335.869,3.52,22.793,-14.752,-13.899,-7.754,-8.355
2023,russian federation,50.133,2.494,58973.513,34.257,62883.585,-3910.072,-2.271,-3476.736,-2.02,33647.936,19.546,36.529,146.299,3.167,172148.312,2009.959,13738.704,1176688.234,949928.824,40106.521,123.871,172148.312,138973.637,3.649,28.192,158.434,158.696,7.417,5.859,26.435,6512.069,44512.053,3.534,25.698,15.866,15.825,-12.95,-13.788
2024,russian federation,58.015,2.656,69499.665,35.446,73167.584,-3667.919,-1.871,-3277.386,-1.672,38959.666,19.87,37.317,146.08,2.6,196069.711,2184.316,14952.904,1342210.525,985845.887,41622.96,136.148,196069.711,144012.071,3.625,27.665,170.888,170.481,7.426,7.861,28.377,6909.381,47298.706,3.551,25.009,2.572,1.398,4.254,4.812
2015,saudi arabia,-52.64,-7.863,612.694,24.405,1001.292,-388.598,-15.478,-438.141,-17.452,142.3,5.668,39.883,29.816,5.591,2510.567,669.485,22453.58,84200.927,100351.31,52983.171,83.906,2510.567,2992.113,4.509,26.361,96.431,97.0,1.231,1.206,1.671,1502.352,50386.795,1.336,34.223,8.593,3.162,2.701,3.97
2016,saudi arabia,-24.454,-3.672,519.449,20.799,860.511,-341.062,-13.656,-412.707,-16.525,316.58,12.676,34.455,30.954,5.6,2497.499,666.0,21515.651,80683.693,98484.186,51997.372,81.926,2497.499,3048.499,1.884,27.226,98.426,97.94,0.969,2.069,1.616,1545.208,49919.184,1.319,30.898,-16.508,-16.568,4.262,5.862
2017,saudi arabia,12.126,1.696,621.5,23.18,859.793,-238.293,-8.887,-302.073,-11.266,443.253,16.532,32.067,30.977,5.9,2681.229,714.994,23081.196,86554.485,99307.123,52431.864,87.158,2681.229,3076.272,0.911,30.492,97.601,96.85,-1.113,-0.838,1.689,1587.211,51237.778,1.283,28.796,-5.527,-0.631,-0.748,-0.308
2018,saudi arabia,72.956,8.618,905.609,28.526,1078.75,-173.141,-5.454,-191.702,-6.038,559.981,17.639,33.98,30.196,6.025,3174.689,846.584,28036.026,105135.099,105135.099,55508.901,100.0,3174.689,3174.689,3.199,34.741,100.0,98.7,1.91,2.458,1.854,1712.131,56700.065,1.301,26.123,0.227,2.192,8.324,8.777
2019,saudi arabia,38.451,4.585,926.845,29.474,1059.0,-132.155,-4.203,-133.155,-4.234,677.964,21.56,33.677,30.064,5.625,3144.618,838.565,27892.842,104598.158,106757.599,56365.543,97.977,3144.618,3209.539,1.098,32.881,97.907,98.52,-0.182,-2.093,1.862,1689.231,56188.195,1.211,28.296,10.097,3.277,-6.425,-3.377
2020,saudi arabia,-25.547,-3.479,781.66,28.388,1075.734,-294.074,-10.68,-343.617,-12.479,853.607,31.001,39.068,31.553,7.65,2753.517,734.271,23271.404,87267.764,98077.395,51782.596,88.978,2753.517,3094.588,-3.582,24.212,101.28,103.77,5.329,3.445,1.921,1433.572,45434.472,1.03,27.691,-9.475,-16.093,-5.194,-14.452
2021,saudi arabia,41.718,4.772,965.486,29.453,1038.933,-73.447,-2.241,-66.064,-2.015,938.058,28.616,31.693,30.784,6.125,3278.087,874.157,28396.104,106485.389,105626.35,55768.27,100.813,3278.087,3251.642,5.075,30.221,104.383,105.06,1.243,3.063,1.909,1716.792,55768.27,1.104,25.448,0.366,5.301,5.234,5.674
2022,saudi arabia,151.519,13.668,1279.273,30.773,1174.31,104.963,2.525,99.278,2.388,994.938,23.933,28.248,32.175,4.875,4157.143,1108.571,34454.196,129203.234,108625.786,57351.903,118.943,4157.143,3495.059,7.486,40.095,106.965,107.2,2.037,2.474,2.103,1976.87,61440.746,1.148,26.427,14.145,10.371,9.226,24.112
2023,saudi arabia,34.07,3.191,1212.326,30.282,1293.235,-80.909,-2.021,-81.557,-2.037,1050.0,26.227,32.303,32.819,3.775,4003.435,1067.583,32529.678,121986.292,105691.938,55802.898,115.417,4003.435,3468.675,-0.755,32.533,109.454,107.61,0.382,2.327,1.97,2032.55,61932.611,1.103,29.342,14.014,15.815,-7.736,-0.11
2015,el salvador,-0.754,-3.216,5.502,23.475,6.354,-0.851,-3.632,-0.212,-0.902,17.219,73.464,27.108,6.231,7.145,23.438,23.438,3761.493,3761.493,3712.76,9571.861,101.313,23.438,23.135,2.395,12.801,109.373,110.61,1.014,-0.731,0.453,51.702,8297.452,0.046,16.017,13.197,13.265,3.075,3.893
2016,el salvador,-0.55,-2.274,5.892,24.357,6.643,-0.751,-3.104,-0.046,-0.189,18.195,75.214,27.462,6.251,7.145,24.191,24.191,3870.318,3870.318,3795.4,9784.915,101.974,24.191,23.723,2.544,13.693,110.034,109.58,-0.931,0.604,0.452,53.521,8562.739,0.046,15.968,2.857,3.618,-1.001,0.952
2017,el salvador,-0.465,-1.86,6.304,25.235,6.935,-0.632,-2.528,0.168,0.674,19.268,77.136,27.763,6.267,7.195,24.979,24.979,3986.02,3986.02,3870.763,9979.207,102.978,24.979,24.257,2.25,14.817,111.15,111.81,2.035,1.014,0.448,55.706,8889.158,0.045,16.677,-0.442,-0.761,6.013,3.358
2018,el salvador,-0.859,-3.302,6.39,24.558,7.094,-0.704,-2.705,0.234,0.9,20.026,76.961,27.263,6.276,6.496,26.021,26.021,4145.89,4145.89,3958.168,10204.546,104.743,26.021,24.843,2.415,15.07,112.359,112.3,0.438,1.088,0.455,57.246,9120.919,0.044,18.372,1.585,4.285,-1.651,1.181
2019,el salvador,-0.113,-0.422,6.488,24.138,7.314,-0.825,-3.07,0.166,0.617,20.942,77.906,27.208,6.28,6.486,26.881,26.881,4280.298,4280.298,4051.943,10446.306,105.636,26.881,25.447,2.433,17.923,112.443,112.29,-0.009,0.074,0.443,60.71,9666.825,0.044,18.345,3.559,0.923,1.418,8.159
2020,el salvador,0.277,1.11,6.111,24.52,8.149,-2.038,-8.179,-0.957,-3.84,23.766,95.365,32.7,6.293,7.045,24.921,24.921,3960.335,3960.335,3724.706,9602.659,106.326,24.921,23.438,-7.893,18.322,112.027,112.2,-0.08,-0.37,0.426,58.56,9306.08,0.042,17.212,-10.618,-11.853,-17.392,-24.218
2021,el salvador,-1.25,-4.306,7.594,26.148,9.201,-1.606,-5.531,-0.303,-1.042,25.545,87.955,31.679,6.314,6.321,29.043,29.043,4599.656,4599.656,4154.111,10709.707,110.725,29.043,26.23,11.91,19.049,115.912,119.06,6.114,3.468,0.429,67.623,10709.707,0.044,23.355,25.484,29.87,24.66,29.411
2022,el salvador,-2.182,-6.822,8.366,26.153,9.226,-0.86,-2.688,0.632,1.975,26.661,83.346,28.841,6.336,5.05,31.989,31.989,5048.438,5048.438,4255.353,10970.719,118.637,31.989,26.964,2.797,16.387,124.253,127.77,7.316,7.196,0.43,74.471,11752.865,0.043,23.209,-0.434,0.227,-2.35,10.694
2023,el salvador,-0.466,-1.369,8.899,26.162,10.489,-1.59,-4.674,-0.045,-0.132,28.805,84.681,30.836,6.365,5.216,34.016,34.016,5344.249,5344.249,4385.029,11305.035,121.875,34.016,27.91,3.511,17.91,129.281,129.34,1.229,4.047,0.426,79.859,12546.846,0.043,19.279,-0.66,-2.501,-4.863,4.867
2024,el salvador,-0.805,-2.245,9.503,26.509,11.11,-1.607,-4.483,0.008,0.023,30.412,84.835,30.992,6.394,5.216,35.848,35.848,5606.972,5606.972,4496.356,11592.047,124.7,35.848,28.748,3.0,18.37,130.633,131.927,2.0,1.046,0.426,84.22,13172.75,0.043,20.615,0.445,0.81,-5.28,-0.645
2015,"serbia, republic of",-1.369,-3.453,1694.837,39.278,1840.662,-145.826,-3.379,-15.958,-0.37,3014.224,69.854,42.657,7.095,18.924,4315.02,39.656,5588.979,608144.818,608144.832,17707.952,100.0,4315.02,4315.021,1.806,15.228,181.819,179.605,1.556,1.392,40.115,107.567,15160.103,0.096,18.681,7.175,7.877,9.614,10.832
2016,"serbia, republic of",-1.189,-2.922,1842.646,40.693,1893.319,-50.674,-1.119,80.929,1.787,3053.181,67.426,41.812,7.058,16.382,4528.192,40.693,5765.203,641539.434,631748.042,18395.23,101.55,4528.192,4459.081,3.339,15.156,183.86,182.356,1.532,1.122,40.353,112.214,15898.14,0.096,18.078,10.963,10.532,12.662,11.317
2017,"serbia, republic of",-2.311,-5.23,1973.38,41.452,1908.17,65.21,1.37,186.43,3.916,2737.412,57.5,40.082,7.021,14.493,4760.686,44.179,6292.546,678077.565,648464.005,18881.966,104.567,4760.686,4552.774,2.101,14.345,189.616,187.858,3.017,3.131,40.821,116.624,16611.055,0.094,19.575,9.964,10.587,8.47,9.767
2018,"serbia, republic of",-2.451,-4.84,2105.242,41.5,2064.093,41.15,0.811,149.782,2.953,2704.107,53.305,40.688,6.983,13.673,5072.932,50.641,7252.404,726510.096,681325.534,19838.827,106.632,5072.932,4757.426,4.495,17.815,193.333,191.592,1.987,1.96,41.004,123.717,17717.93,0.094,22.655,8.945,10.175,5.699,7.876
2019,"serbia, republic of",-3.54,-6.871,2278.528,42.025,2278.775,-0.247,-0.005,108.689,2.005,2803.68,51.711,42.029,6.945,11.193,5421.851,51.514,7417.206,780657.703,714663.449,20809.56,109.234,5421.851,4963.506,4.332,18.216,196.908,195.129,1.846,1.849,39.65,136.744,19688.953,0.098,25.087,9.807,11.372,8.449,10.09
2020,"serbia, republic of",-2.198,-4.12,2254.958,40.966,2653.44,-398.482,-7.239,-288.232,-5.236,3131.369,56.888,48.206,6.899,9.728,5504.431,53.356,7733.803,797844.626,712941.625,20759.424,111.909,5504.431,4918.674,-0.903,20.068,200.01,197.585,1.259,1.576,39.76,138.44,20066.296,0.1,24.188,-1.007,-3.311,-2.447,-5.008
2021,"serbia, republic of",-2.703,-4.305,2711.93,43.239,2919.446,-207.516,-3.309,-98.767,-1.575,3527.372,56.24,46.547,6.834,11.107,6271.988,62.787,9186.968,917718.543,775305.202,22575.326,118.369,6271.988,5298.689,7.726,20.868,208.181,213.109,7.857,4.085,40.651,154.287,22575.326,0.099,25.172,14.095,14.142,14.689,13.881
2022,"serbia, republic of",-4.354,-6.85,3075.776,43.335,3086.305,-10.529,-0.148,96.518,1.36,3797.014,53.497,43.484,6.664,9.513,7097.629,63.563,9537.684,1064998.652,815341.628,23741.106,130.62,7097.629,5433.803,2.55,19.662,233.124,245.335,15.122,11.982,41.874,169.502,25433.703,0.098,26.513,10.4,10.592,9.462,12.379
2023,"serbia, republic of",-1.957,-2.603,3473.325,42.615,3580.083,-106.758,-1.31,42.521,0.522,3986.576,48.912,43.925,6.623,9.428,8150.486,75.187,11352.113,1230599.607,841160.194,24492.89,146.298,8150.486,5571.158,2.528,18.77,261.966,264.102,7.649,12.372,45.27,180.04,27183.331,0.098,21.374,-2.235,1.663,5.145,9.34
2024,"serbia, republic of",-3.483,-4.219,3922.243,43.799,4154.093,-231.85,-2.589,-55.937,-0.625,4353.045,48.609,46.388,6.597,9.075,8955.164,82.55,12513.826,1357523.832,877612.025,25554.294,154.684,8955.164,5789.335,3.916,18.339,273.842,274.402,3.9,4.533,46.748,191.561,29038.902,0.098,22.557,9.025,8.855,6.142,6.127
2015,"são tomé and príncipe, democratic republic of",-0.038,-14.54,1.965,33.985,2.405,-0.44,-7.6,-0.386,-6.67,4.876,84.318,41.585,0.196,13.433,5.783,0.262,1335.729,29507.106,17369.908,5326.271,169.875,5.783,3.405,1.54,22.503,98.833,100.752,4.183,6.13,9.15,0.632,3224.798,0.001,37.043,5.233,7.772,-29.822,-4.875
2016,"são tomé and príncipe, democratic republic of",-0.021,-7.183,2.168,33.29,2.494,-0.326,-5.006,-0.292,-4.488,5.319,81.689,38.296,0.2,13.416,6.512,0.294,1470.016,32559.184,17903.735,5489.962,181.857,6.512,3.581,5.177,24.445,104.177,105.913,5.123,5.407,9.703,0.671,3355.49,0.001,31.628,4.525,2.226,25.039,5.982
2017,"são tomé and príncipe, democratic republic of",-0.05,-15.291,2.034,28.823,2.253,-0.219,-3.107,-0.176,-2.497,5.273,74.726,31.93,0.204,13.472,7.056,0.325,1594.356,34589.854,18274.62,5603.69,189.278,7.056,3.728,4.113,14.032,110.104,114.058,7.69,5.69,9.922,0.711,3486.339,0.001,29.323,5.447,5.772,23.406,-6.776
2015,suriname,-0.786,-15.341,3.781,21.59,5.105,-1.323,-7.555,-1.074,-6.135,7.212,41.175,29.144,0.567,7.0,17.515,5.126,9036.203,30873.695,30873.695,23724.281,100.0,17.515,17.515,-3.414,31.981,66.391,78.346,25.1,6.896,1.666,10.51,18526.195,0.009,47.321,16.171,12.089,-8.755,-7.74
2016,suriname,-0.161,-4.838,3.662,17.723,5.592,-1.93,-9.34,-1.414,-6.844,15.579,75.395,27.063,0.576,10.0,20.663,3.317,5762.414,35891.944,28928.933,22229.868,124.069,20.663,16.654,-4.912,27.748,103.238,119.4,52.4,55.501,2.048,10.089,17524.165,0.009,32.586,-35.659,-32.98,-16.361,-15.693
2017,suriname,0.069,1.929,5.411,20.12,7.315,-1.904,-7.079,-1.232,-4.582,19.64,73.029,27.199,0.583,7.0,26.893,3.592,6158.572,46113.302,29004.117,22287.641,158.989,26.893,16.915,1.566,32.85,125.975,130.5,9.296,22.024,2.578,10.43,17884.362,0.008,30.921,-5.396,-1.751,33.442,29.19
2018,suriname,-0.119,-2.965,6.234,20.903,7.799,-1.565,-5.249,-0.735,-2.465,20.466,68.627,26.152,0.59,9.0,29.822,3.996,6772.07,50536.651,30083.394,23116.991,167.989,29.822,17.752,4.948,33.866,134.717,137.6,5.441,6.939,2.786,10.705,18140.301,0.008,36.832,8.201,8.581,0.595,0.866
2019,suriname,-0.448,-11.163,6.434,20.277,12.852,-6.418,-20.225,-5.505,-17.347,26.664,84.027,40.502,0.598,8.797,31.732,4.016,6715.747,53064.119,30032.582,23077.945,176.689,31.732,17.959,1.168,29.223,140.633,143.4,4.215,4.392,2.649,11.977,20028.379,0.009,40.385,15.04,17.756,-3.187,-3.973
2020,suriname,0.26,8.926,7.066,18.249,11.695,-4.629,-11.954,-3.217,-8.309,56.699,146.436,30.204,0.609,11.147,38.719,2.912,4782.092,63589.209,24783.088,19044.074,256.583,38.719,15.09,-15.975,37.563,189.7,230.5,60.739,34.89,3.731,10.377,17041.996,0.007,28.637,-14.035,-18.105,-8.424,-10.991
2021,suriname,0.176,5.717,16.01,26.361,19.465,-3.455,-5.689,-0.329,-0.542,70.344,115.824,32.051,0.618,11.2,60.734,3.084,4987.986,98237.333,23814.483,18299.769,412.511,60.734,14.723,-2.435,47.282,301.85,370.4,60.694,59.12,5.368,11.314,18299.769,0.007,41.565,-21.898,-23.892,-11.917,-11.938
2022,suriname,0.076,2.102,24.021,26.848,26.427,-2.406,-2.689,0.923,1.031,104.627,116.939,29.537,0.628,10.9,89.472,3.631,5784.332,142536.529,24025.78,18462.136,593.265,89.472,15.081,2.434,47.876,460.164,572.563,54.58,52.448,7.207,12.415,19778.375,0.007,45.774,9.972,7.955,6.266,7.756
2023,suriname,0.147,3.916,34.758,25.146,36.943,-2.185,-1.581,1.742,1.261,124.823,90.305,26.727,0.637,10.6,138.223,3.747,5879.596,216878.088,24171.365,18574.008,897.252,138.223,15.405,2.148,50.32,697.529,759.317,32.617,51.583,10.521,13.138,20614.284,0.007,46.404,-1.372,0.286,0.579,2.032
2024,suriname,0.087,1.766,42.617,26.073,43.556,-0.939,-0.575,4.613,2.822,140.046,85.681,26.648,0.647,10.3,163.45,4.918,7599.512,252588.313,24511.546,18835.414,1030.487,163.45,15.861,2.962,50.606,831.026,855.776,12.703,19.139,11.801,13.85,21403.829,0.007,48.84,10.224,10.226,7.241,10.639
2015,slovak republic,-1.852,-2.083,34.373,42.898,36.508,-2.135,-2.665,-0.943,-1.177,41.413,51.685,45.563,5.421,11.475,80.126,88.91,16399.966,14779.735,14779.735,33500.517,100.0,80.126,80.126,5.167,22.572,100.005,99.81,-0.449,-0.33,0.527,152.041,28044.864,0.135,24.655,8.587,8.025,6.245,6.353
2016,slovak republic,-2.458,-2.734,32.483,39.971,34.575,-2.092,-2.574,-0.942,-1.159,42.481,52.275,42.546,5.426,9.658,81.265,89.928,16572.743,14976.304,15053.429,34120.887,99.488,81.265,81.684,1.944,20.341,99.532,100.11,0.301,-0.473,0.519,156.469,28835.629,0.134,23.075,4.418,4.964,4.357,5.104
2017,slovak republic,-1.827,-1.911,32.611,38.515,33.44,-0.83,-0.98,0.198,0.234,43.572,51.462,39.495,5.435,8.058,84.67,95.616,17591.553,15577.637,15469.787,35064.626,100.697,84.67,84.084,2.938,21.365,100.918,102.21,2.098,1.393,0.516,163.951,30163.883,0.133,23.276,4.267,4.668,3.53,4.042
2018,slovak republic,-2.331,-2.196,34.744,38.659,35.653,-0.909,-1.011,0.129,0.144,44.405,49.408,39.67,5.443,6.517,89.875,106.186,19508.308,16511.615,16070.287,36425.75,102.746,89.875,87.473,4.03,21.195,103.473,104.28,2.025,2.531,0.526,170.864,31390.855,0.13,23.391,3.732,4.064,4.731,4.692
2019,slovak republic,-3.541,-3.349,37.124,39.314,38.264,-1.14,-1.207,-0.138,-0.146,45.306,47.978,40.521,5.45,5.717,94.43,105.723,19397.274,17325.212,16451.793,37290.492,105.309,94.43,89.669,2.511,20.417,106.34,107.74,3.318,2.771,0.51,185.132,33966.575,0.133,23.766,2.038,2.177,0.331,0.788
2020,slovak republic,0.588,0.552,36.806,39.386,41.805,-4.999,-5.35,-4.057,-4.341,54.993,58.848,44.735,5.458,6.642,93.45,106.652,19541.007,17121.981,15882.286,35999.617,107.806,93.45,86.684,-3.33,20.183,108.484,109.65,1.773,2.016,0.489,191.068,35007.86,0.137,19.631,-7.02,-8.269,-4.808,-6.43
2021,slovak republic,-2.918,-2.459,40.264,40.166,45.459,-5.195,-5.182,-4.298,-4.287,61.238,61.089,45.348,5.46,6.825,100.245,118.642,21730.181,18360.535,16634.22,37703.99,110.378,100.245,90.819,4.771,19.655,111.552,115.31,5.162,2.828,0.487,205.856,37703.99,0.132,22.114,11.92,11.628,11.339,10.42
2022,slovak republic,-9.419,-8.143,44.694,40.719,46.491,-1.797,-1.637,-0.943,-0.859,63.379,57.742,42.356,5.435,6.167,109.762,115.676,21284.578,20196.452,17023.441,38586.219,118.639,109.762,92.518,1.87,14.944,125.088,132.73,15.107,12.135,0.489,224.656,41337.183,0.13,23.087,2.611,4.505,1.518,3.181
2023,slovak republic,-2.101,-1.582,52.995,43.151,58.853,-5.858,-4.77,-5.105,-4.157,68.83,56.045,47.921,5.429,5.817,122.813,132.832,24468.025,22622.473,17314.091,39245.021,130.659,122.813,93.995,1.597,18.233,138.801,141.51,6.615,10.962,0.519,236.456,43555.921,0.128,19.814,-6.213,-6.893,0.296,-0.958
2024,slovak republic,-2.407,-1.688,53.577,40.936,61.28,-7.703,-5.885,-6.407,-4.895,77.34,59.092,46.821,5.425,5.575,130.881,142.617,26290.363,24126.938,17716.189,40156.436,136.186,130.881,96.105,2.245,18.521,142.662,144.889,2.388,2.782,0.529,247.54,45632.207,0.127,20.209,5.592,5.592,3.169,3.169
2015,"slovenia, republic of",1.758,4.116,17.96,46.657,19.052,-1.092,-2.837,0.018,0.047,32.111,83.418,49.495,2.063,9.0,38.494,42.714,20705.968,18660.325,17821.496,38851.77,104.707,38.494,36.764,2.393,23.561,100.001,99.75,-0.449,-0.526,0.573,67.139,32546.117,0.06,19.469,6.138,5.273,6.046,5.431
2016,"slovenia, republic of",2.339,5.284,17.97,44.91,18.77,-0.8,-1.999,0.27,0.675,31.783,79.43,46.909,2.064,8.025,40.013,44.279,21450.814,19384.475,18350.606,40005.256,105.634,40.013,37.879,3.035,23.983,99.946,100.26,0.511,-0.055,0.573,69.833,33830.836,0.06,18.848,6.991,6.627,6.103,6.43
2017,"slovenia, republic of",3.27,6.793,19.038,44.664,19.016,0.023,0.054,0.958,2.248,31.922,74.89,44.611,2.066,6.575,42.626,48.136,23300.425,20632.946,19284.184,42040.506,106.994,42.626,39.839,5.174,27.0,101.374,102.01,1.745,1.429,0.57,74.762,36188.66,0.06,20.25,10.701,10.672,11.032,11.071
2018,"slovenia, republic of",3.497,6.51,20.438,44.955,20.03,0.408,0.896,1.23,2.706,32.281,71.007,44.059,2.067,5.125,45.462,53.713,25987.659,21995.665,20119.068,43860.595,109.327,45.462,41.584,4.379,28.112,103.137,103.46,1.421,1.739,0.568,80.094,38751.258,0.061,21.561,7.417,7.087,5.748,6.155
2019,"slovenia, republic of",3.477,6.449,21.412,44.463,21.084,0.328,0.681,1.012,2.1,31.793,66.02,43.782,2.081,4.45,48.157,53.916,25909.807,23142.061,20683.903,45091.964,111.884,48.157,43.041,3.505,27.327,104.818,105.35,1.827,1.631,0.544,88.492,42525.562,0.063,20.835,4.988,4.669,4.458,4.481
2020,"slovenia, republic of",4.093,7.673,20.621,44.121,24.209,-3.588,-7.677,-2.94,-6.29,37.47,80.17,51.797,2.096,5.0,46.739,53.342,25451.13,22300.477,19697.394,42941.324,113.215,46.739,41.283,-4.085,27.94,104.761,104.21,-1.082,-0.055,0.532,87.812,41897.915,0.063,20.19,-8.578,-9.117,-5.53,-8.531
2021,"slovenia, republic of",2.309,3.75,23.557,45.282,25.956,-2.399,-4.611,-1.821,-3.5,38.93,74.832,49.893,2.109,4.725,52.023,61.57,29194.311,24667.22,21217.159,46254.489,116.261,52.023,44.747,8.39,25.552,106.769,109.3,4.884,1.917,0.533,97.55,46254.489,0.063,21.855,17.245,17.786,13.378,14.476
2022,"slovenia, republic of",-0.671,-1.119,25.405,44.641,27.12,-1.715,-3.014,-1.193,-2.097,41.395,72.739,47.655,2.107,4.0,56.909,59.975,28462.153,27007.09,21808.483,47543.606,123.838,56.909,45.954,2.699,23.3,116.201,120.51,10.256,8.834,0.53,107.325,50933.177,0.062,24.419,7.705,9.186,2.187,6.766
2023,"slovenia, republic of",3.092,4.47,28.084,43.915,29.723,-1.64,-2.564,-1.229,-1.922,43.739,68.394,46.478,2.117,3.675,63.951,69.168,32673.257,30208.808,22166.188,48323.421,136.283,63.951,46.925,2.113,26.663,124.854,125.53,4.166,7.447,0.563,113.536,53631.545,0.062,22.226,-5.307,-4.472,-1.387,-1.174
2024,"slovenia, republic of",2.504,3.421,30.341,45.168,32.078,-1.737,-2.585,-1.245,-1.854,45.242,67.351,47.753,2.119,3.49,67.175,73.198,34544.168,31701.539,22477.459,49002.007,141.037,67.175,47.629,1.5,26.189,127.375,127.694,1.724,2.019,0.569,117.993,55683.968,0.061,22.794,4.88,4.282,2.284,1.656
2015,sweden,13.041,2.599,2061.669,48.719,2062.369,-0.7,-0.017,0.235,0.006,1863.474,44.036,48.736,9.851,7.517,4231.745,501.698,50928.576,429574.429,550123.81,59033.104,78.087,4231.745,5419.279,4.41,26.388,100.0,100.0,0.851,0.703,8.754,483.425,49073.646,0.43,23.788,4.807,5.492,1.842,5.549
2016,sweden,9.647,1.876,2196.651,49.893,2153.452,43.199,0.981,41.79,0.949,1865.591,42.373,48.912,9.995,7.058,4402.732,514.218,51446.757,440486.704,554930.775,59548.933,79.377,4402.732,5546.618,2.35,26.203,101.14,101.416,1.416,1.14,8.815,499.486,49972.834,0.426,24.327,5.596,5.114,2.645,3.069
2017,sweden,11.066,2.064,2296.209,50.104,2232.191,64.018,1.397,61.759,1.348,1883.82,41.105,48.707,10.12,6.783,4582.907,536.084,52971.455,452845.594,558074.896,59886.325,81.144,4582.907,5647.853,1.825,27.139,103.029,103.216,1.776,1.868,8.852,517.711,51155.998,0.418,25.075,4.577,4.419,5.342,2.986
2018,sweden,12.263,2.224,2393.007,49.934,2356.665,36.342,0.758,34.869,0.728,1892.338,39.487,49.176,10.23,6.433,4792.294,551.312,53890.765,468446.465,562583.179,60370.103,83.267,4792.294,5755.33,1.903,27.533,105.126,105.506,2.218,2.035,8.866,540.532,52836.996,0.411,25.308,4.621,3.751,4.659,4.225
2019,sweden,28.335,5.324,2457.621,48.826,2430.469,27.152,0.539,23.511,0.467,1796.73,35.696,48.286,10.328,6.908,5033.443,532.169,51528.899,487378.322,571485.852,61325.438,85.283,5033.443,5902.071,2.55,29.784,106.935,107.31,1.71,1.72,8.584,586.374,56777.432,0.421,24.46,-0.494,2.133,4.315,6.971
2020,sweden,31.649,5.806,2431.257,48.422,2572.54,-141.283,-2.814,-146.93,-2.926,2024.051,40.312,51.236,10.379,8.483,5020.978,545.148,52522.605,483749.426,557235.727,59796.275,86.812,5020.978,5783.714,-2.005,30.216,107.638,107.739,0.399,0.658,8.436,595.212,57346.067,0.428,24.41,-3.896,-6.257,-2.227,-5.844
2021,sweden,44.027,6.91,2641.593,48.338,2640.795,0.798,0.015,-3.758,-0.069,2012.914,36.834,48.323,10.452,8.892,5464.876,637.187,60961.254,522838.266,586196.986,62904.072,89.192,5464.876,6127.122,5.937,32.166,110.491,111.944,3.904,2.651,8.312,657.494,62904.072,0.423,25.256,11.085,12.504,9.94,11.87
2022,sweden,28.712,4.951,2853.471,48.651,2787.3,66.171,1.128,73.099,1.246,1979.683,33.753,47.523,10.522,7.483,5865.211,579.896,55115.015,557447.111,590837.895,63402.082,94.349,5865.211,6216.534,1.459,31.877,119.391,123.397,10.231,8.055,8.207,714.648,67922.267,0.415,26.926,2.39,9.925,2.869,6.822
2023,sweden,37.756,6.455,2907.215,46.845,2947.008,-39.793,-0.641,-17.994,-0.29,2257.211,36.371,47.486,10.552,7.667,6206.034,584.914,55433.135,588154.504,588154.504,63114.131,100.0,6206.034,6206.034,-0.169,31.504,126.447,127.129,3.024,5.91,8.397,739.115,70046.951,0.401,25.049,-3.444,-0.951,1.024,3.054
